"taxonID","isMarine","isFreshwater","isTerrestrial"
"rinse-checklist:taxon:08530467add5c34c5c72d801e12675aa","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:085c852b224766ecdaf7b6312ce57569","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08631eb97ccf0f32f0530c89ea6fd227","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:086e35e086ba1711331e3054f6d12bc0","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08768f726ab4138cf0ca4a0d0cebe3b4","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0894033b8ed7411ce2ec83d32e3926f4","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:089a1c27004c234e3a5b5ac3e3bf178f","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08a2b346a2f52aaa3900fa7c4da94065","TRUE","FALSE","FALSE"
"rinse-checklist:taxon:08b3801495e0c0b0a14d1e54467fd1c0","FALSE","TRUE","FALSE"
"rinse-checklist:taxon:08bc64e3b8669a129a7a38ca04ba40d1","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08c71cdb4c454834921772a63962530b","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08caad9f9440ed5027c7b2c00e0e6e88","FALSE","TRUE","FALSE"
"rinse-checklist:taxon:08e1124c9d4e18eb5075510b0b412116","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:08fca24037ecd227cb0a7e0fbf2c1174","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:093d6a5a2f5264fee282bbc82487fc24","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09403871c6db79aee14ce91c3e77dc64","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0944a4f1f132c71a56e4f0ad8fe435c8","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09450b972e243d07abc5b21d4d0a68fd","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0947ca901f2c3d5f24d5ed3006dac338","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:094ab7acba7bffe4d4cddeca2b938859","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09565b9c095e184faf8f80752f1c37f6","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0959fc50876ddeb7a4a227a21a8a7736","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:095ea92c359d1ffd5b7bc0450f122286","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09611f451db1ba7d3b76471c70108db6","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0965d80e2e18e1c83d95a6f46b2b2a97","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09837d277a55695d9c259be660b0daf9","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:098cca0c36aa5d7099eb5b4267347e03","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:098f0da148c6c673dc26f3101593b9e9","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:098f2bda993b76f5a8b2319bd8306629","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:099b78f79904da5b97ecd9c6595d1786","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:099e80a8de1de91edf3818b8c1e55d02","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:099fd8cc1c7b9bd5fcfb5371fb0bbe9a","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09a77ec0a0aecb0f753394134a40a67f","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09a944e616b37dcdd174fd877125d0a4","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09a951dba922dfe73cdf3d0b4d88b422","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09cd83cc48d55eedbcaff457631ff72b","TRUE","FALSE","FALSE"
"rinse-checklist:taxon:09da5315cd595d4928af696683dce38f","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09ebca13c6789ca23ef3f0c267bf7cfe","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:09ec2920e624891878548787d0210a0e","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a0032c990d803ac81c62c81dad76d6a","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a0ad721c95b7a6b444466e3df21c0f8","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a0c08f7cbd02eb2b46111431dbf2db9","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a0d4c038c73520296df3cc6d51cb4a5","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a0d668ebc114392581f0b9253315a35","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a1365ad4f43a3fa49815e8e099b12e1","TRUE","FALSE","FALSE"
"rinse-checklist:taxon:0a187d5df2d2a5bcf20d5ca7df32d799","TRUE","FALSE","TRUE"
"rinse-checklist:taxon:0a1a0635fd8dfa803591b59ee819d893","FALSE","TRUE","FALSE"
"rinse-checklist:taxon:0a1c06fd9eba45b0a8846a7ba2c7dbdd","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a26f54249c7a03b403aaf3fc3c4f66e","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a2f53efdf738a48fc5120d0b8734b00","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a46a51e944447a154655f077b4c683f","FALSE","FALSE","TRUE"
"rinse-checklist:taxon:0a482790d43fadc9706dbc44c0e5edfd","FALSE","FALSE","TRUE"
